abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,subsection_name,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person
"LEAD: The Minnesota Legislature should start the nation's first urban school district run by American Indians to focus on the special educational needs of native American children, a group of educators has recommended.",https://www.nytimes.com/1989/01/11/us/education-urban-school-district-for-indians-is-urged.html,,"The Minnesota Legislature should start the nation's first urban school district run by American Indians to focus on the special educational needs of native American children, a group of educators has recommended.",B,9,The New York Times,1989-01-11T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/4e628aae-fde7-5cc5-bf67-e08aa2c72475,658,nyt://article/4e628aae-fde7-5cc5-bf67-e08aa2c72475,NA,Urban School District For Indians Is Urged,EDUCATION,NA,EDUCATION; Urban School District For Indians Is Urged,NA,NA,NA,AP,
"Dr Russell Andrew Nelson, who led Johns Hopkins Hospital during 1950's and 1960's, dies at age 88 (S)",https://www.nytimes.com/2001/05/26/us/russell-a-nelson-88-led-johns-hopkins-hospital.html,"Dr Russell Andrew Nelson, who led Johns Hopkins Hospital during 1950's and 1960's, dies at age 88 (S)","Dr. Russell Andrew Nelson, who led Johns Hopkins Hospital in a period of robust growth in the 1950's and 60's, died last Saturday at a nursing home in Naples, Fla. A former resident of Baltimore, he was 88.",A,14,The New York Times,2001-05-26T05:00:00+0000,article,National Desk,U.S.,Obituary; Biography,nyt://article/e67b6aa7-d5d4-5440-829f-8f7ad58140fb,311,nyt://article/e67b6aa7-d5d4-5440-829f-8f7ad58140fb,NA,"Russell A. Nelson, 88; Led Johns Hopkins Hospital",NA,NA,"Russell A. Nelson, 88; Led Johns Hopkins Hospital",NA,NA,NA,By Wolfgang Saxon,
"Many of the jurors said they had already seen body camera video of Ms. Potter, a former police officer in Brooklyn Center, Minn., fatally shooting Daunte Wright after seeming to mistake her gun for her Taser.",https://www.nytimes.com/2021/12/03/us/kimberly-potter-trial-jury.html,"Many of the jurors said they had already seen body camera video of Ms. Potter, a former police officer in Brooklyn Center, Minn., fatally shooting Daunte Wright after seeming to mistake her gun for her Taser.","A nurse, a teacher, a bassist and a student who will have to postpone her final exams are among the jurors seated for the trial of Kimberly Potter, the former police officer who faces manslaughter charges in the fatal shooting of Daunte Wright, when she seemed to mistake her gun for her Taser.",A,16,The New York Times,2021-12-03T20:44:15+0000,article,National,U.S.,News,nyt://article/606d0a49-f462-5276-93d1-526b29f92cb2,1242,nyt://article/606d0a49-f462-5276-93d1-526b29f92cb2,NA,"Jury Chosen in Trial of Kimberly Potter, Officer Who Fatally Shot Daunte Wright",NA,NA,Jury Seated in Trial Over Fatal Police Shooting,NA,NA,NA,By Nicholas Bogel-Burroughs,
"A police officer fatally shot Mr. Wright in Brooklyn Center, Minn., about 10 miles from where Derek Chauvin was on trial in the killing of George Floyd.",https://www.nytimes.com/article/daunte-wright-death-minnesota.html,"A police officer fatally shot Mr. Wright in Brooklyn Center, Minn., about 10 miles from where Derek Chauvin was on trial in the killing of George Floyd.",,NA,NA,The New York Times,2021-04-12T18:53:29+0000,article,Express,U.S.,News,nyt://article/d080c24f-c062-5a01-aad7-0dd795f0c605,752,nyt://article/d080c24f-c062-5a01-aad7-0dd795f0c605,NA,What to Know About the Death of Daunte Wright,NA,NA,NA,NA,NA,NA,By The New York Times,
"The proposal goes beyond the common academic standards in English and mathematics that about 40 states adopted last year, by providing specific guidelines about what should be taught in each grade.",https://www.nytimes.com/2011/03/08/education/08curriculum.html,"The proposal goes beyond the common academic standards in English and mathematics that about 40 states adopted last year, by providing specific guidelines about what should be taught in each grade.",A bipartisan group of educators and business and labor leaders announced on Monday their support for a common curriculum that states could adopt for public schools across the nation.,NA,NA,The New York Times,2011-03-07T17:37:13+0000,article,National,Education,News,nyt://article/2afbd02c-e33b-5d0e-8e0e-80f677905c16,688,nyt://article/2afbd02c-e33b-5d0e-8e0e-80f677905c16,NA,Bipartisan Group Backs Common School Curriculum,NA,NA,Bipartisan Group Backs Common School Curriculum,NA,NA,NA,By Sam Dillon,
"LEAD: Proposals to let parents choose their children's public schools have become embroiled in ideological controversy: in theory, choice is supposed to be a pillar of democracy; in practice, letting parents choose their childrens' school is opposed by many who consider it an assault on equality, an invitation to elitism.",https://www.nytimes.com/1989/03/29/us/education-about-education.html,,"Proposals to let parents choose their children's public schools have become embroiled in ideological controversy: in theory, choice is supposed to be a pillar of democracy; in practice, letting parents choose their childrens' school is opposed by many who consider it an assault on equality, an invitation to elitism.",B,9,The New York Times,1989-03-29T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/983cdc5a-3769-5757-9431-57957fa447ff,866,nyt://article/983cdc5a-3769-5757-9431-57957fa447ff,NA,EDUCATION: ABOUT EDUCATION,NA,NA,EDUCATION: ABOUT EDUCATION,NA,NA,NA,Fred M. Hechinger,
"The president said that the education law’s intent was right, but that educators needed more flexibility and money to make it effective.",https://www.nytimes.com/2011/03/15/us/politics/15obama.html,"The president said that the education law’s intent was right, but that educators needed more flexibility and money to make it effective.","WASHINGTON — President Obama called on Monday for an overhaul of education legislation enacted in the Bush administration, telling an audience of teachers and students that Congress should change the No Child Left Behind Act before the start of the next school year.",A,24,The New York Times,2011-03-15T01:17:00+0000,article,National,U.S.,News,nyt://article/cb16b507-8f7d-5b95-8fc3-523ad9aa5cf4,484,nyt://article/cb16b507-8f7d-5b95-8fc3-523ad9aa5cf4,Politics,Obama Urges Education Law Overhaul,NA,NA,Obama Urges Education Law Overhaul,NA,NA,NA,By Helene Cooper,
"Acting on a case that has drawn considerable attention from the religious right, the Supreme Court today turned down an appeal that argued that a public school teacher's refusal to accept a ninth grader's research paper on the life of Jesus amounted to discrimination against religious speech.         The student, Brittney Settle, sued the Dickson County, Tenn., school board after she received a grade of zero on the paper she submitted to fulfill an assignment to write a research paper on any topic using four sources. The teacher had earlier rejected Brittney's proposal to write about Jesus on the ground that the girl's strong Christian beliefs and deep knowledge of the subject would make it difficult for her to approach the topic in a scholarly way or to accept criticism of her paper.   ",https://www.nytimes.com/1995/11/28/us/justices-won-t-hear-student-who-sought-to-write-on-jesus.html,,"Acting on a case that has drawn considerable attention from the religious right, the Supreme Court today turned down an appeal that argued that a public school teacher's refusal to accept a ninth grader's research paper on the life of Jesus amounted to discrimination against religious speech.",B,9,The New York Times,1995-11-28T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/7471002d-7957-5d3b-b902-100ec97001ed,804,nyt://article/7471002d-7957-5d3b-b902-100ec97001ed,NA,Justices Won't Hear Student Who Sought to Write on Jesus,NA,NA,Justices Won't Hear Student Who Sought to Write on Jesus,NA,NA,NA,By Linda Greenhouse,
"  In this rugged port city on the western shores of Lake Superior, red-brick school buildings still jut from the hillsides and yellow school buses still carry schoolchildren along bluestone cliffs. But something fundamentally different has happened to the school system itself.   In the first experiment of its kind, the local school board has handed over control of the district to a private company that, for the three months ending June 30, will serve as interim superintendent of schools, devising a budget, hiring a permanent superintendent and managing perhaps the most sensitive job a district ever faces -- the closing of schools. If the relationship works out, the company could stay on permanently.",https://www.nytimes.com/1992/04/22/education/duluth-is-letting-company-run-its-school-district.html,,"In this rugged port city on the western shores of Lake Superior, red-brick school buildings still jut from the hillsides and yellow school buses still carry schoolchildren along bluestone cliffs. But something fundamentally different has happened to the school system itself.",B,8,The New York Times,1992-04-22T05:00:00+0000,article,None,Education,News,nyt://article/66d426ed-454d-5590-bdca-3b09468231fa,1780,nyt://article/66d426ed-454d-5590-bdca-3b09468231fa,NA,Duluth Is Letting Company Run Its School District,NA,NA,Duluth Is Letting Company Run Its School District,NA,NA,NA,By Isabel Wilkerson,
"LEAD: Perhaps it was not as dramatic as the opening of the Berlin Wall, but it was another sign of the thaw in relations between the United States and the Soviet Union. This town of 10,000 has lifted its six-year-old ban on sales of Russian vodka.",https://www.nytimes.com/1989/12/14/us/soviet-thaw-brings-down-a-vodka-ban.html,,"Perhaps it was not as dramatic as the opening of the Berlin Wall, but it was another sign of the thaw in relations between the United States and the Soviet Union. This town of 10,000 has lifted its six-year-old ban on sales of Russian vodka.",A,29,The New York Times,1989-12-14T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/489d885d-e069-5f16-aa3b-4f0662d16438,336,nyt://article/489d885d-e069-5f16-aa3b-4f0662d16438,NA,Soviet Thaw Brings Down A Vodka Ban,NA,NA,Soviet Thaw Brings Down A Vodka Ban,NA,NA,NA,AP,
"  President Reagan acknowledged today that his proposal to have teachers paid and promoted on the basis of merit would cost more money, but he said that school systems should pay for the program by cutting other programs of ''much lower priority.''    He did not specify what these low-priority school programs were.  Speaking in this Minneapolis suburb at a forum sponsored by his National Commission on Excellence in Education, Mr. Reagan once again appealed for steps to improve educational quality without increasing Federal spending. Asserting that spending on education had ''nearly doubled'' in the last 20 years, after taking account of inflation, Mr. Reagan said, ''You have to say, 'Is just purely money an answer, or don't we have to look deeper for some of the answers to the problems we have in education?' ''   Mr. Reagan also suggested that his own generation bore some responsibility for lax standards in education. ''I just have a feeling that maybe the generation that went through the Great Depression and the Great War and World War II, maybe we thought that we ought to make things easier for our children,'' he said.",https://www.nytimes.com/1983/06/10/us/reagan-acknowledges-cost-of-schools-proposals.html,,"President Reagan acknowledged today that his proposal to have teachers paid and promoted on the basis of merit would cost more money, but he said that school systems should pay for the program by cutting other programs of ''much lower priority.''",B,11,The New York Times,1983-06-10T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/adf49667-fe9f-5d8c-aa43-c3ea5c05d1a7,1328,nyt://article/adf49667-fe9f-5d8c-aa43-c3ea5c05d1a7,NA,REAGAN ACKNOWLEDGES COST OF SCHOOLS PROPOSALS,NA,NA,REAGAN ACKNOWLEDGES COST OF SCHOOLS PROPOSALS,NA,NA,NA,By Steven R. Weisman,
LEAD: The American tradition of the neighborhood school may be going the way of the McGuffey's Reader and the one-room schoolhouse.,https://www.nytimes.com/1989/06/04/us/wave-of-future-a-choice-of-schools.html,,The American tradition of the neighborhood school may be going the way of the McGuffey's Reader and the one-room schoolhouse.,1,32,The New York Times,1989-06-04T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/72a9eae1-57bd-581f-972f-d1dcca31950b,1751,nyt://article/72a9eae1-57bd-581f-972f-d1dcca31950b,NA,Wave of Future: A Choice of Schools,NA,NA,Wave of Future: A Choice of Schools,NA,NA,NA,By Edward B. Fiske,
"Amplify, part of News Corporation, is one of many companies releasing all-digital curriculums for sale to school districts.",https://www.nytimes.com/2014/03/03/education/new-all-digital-curriculums-hope-to-ride-high-tech-push-in-schoolrooms.html,"Amplify, part of News Corporation, is one of many companies releasing all-digital curriculums for sale to school districts.","English language curriculums built entirely on a digital platform — replacing written textbooks, worksheets or printed study guides — are about to enter the market from several companies, with promises that they will change the nature of classroom learning across the country.",A,13,The New York Times,2014-03-03T05:01:27+0000,article,National,Education,News,nyt://article/e893771c-7d7f-5c17-9a9d-c0e19021f573,1053,nyt://article/e893771c-7d7f-5c17-9a9d-c0e19021f573,NA,New All-Digital Curriculums Hope to Ride High-Tech Push in Schoolrooms,NA,NA,New All-Digital Curriculums Hope to Ride High-Tech Push in Schoolrooms,NA,NA,NA,By Motoko Rich,
The attorney general assigned two United States attorneys Friday to investigate recent disclosures to the press.,https://thecaucus.blogs.nytimes.com/2012/06/09/the-weekend-word-investigation/,The attorney general assigned two United States attorneys Friday to investigate recent disclosures to the press.,In Today’s Times:,NA,NA,The New York Times,2012-06-09T10:00:37+0000,article,,U.S.,News,nyt://article/7acaecde-daa8-502e-8e28-b0c0de15fdfd,352,nyt://article/7acaecde-daa8-502e-8e28-b0c0de15fdfd,Politics,The Weekend Word: Investigation,The Caucus,NA,NA,NA,NA,NA,By Emmarie Huetteman,
Videochat programs like Skype are transforming the way many people learn to play musical instruments.,https://www.nytimes.com/2012/01/11/us/music-lessons-on-webcams-grow-in-popularity.html,Videochat programs like Skype are transforming the way many people learn to play musical instruments.,"When Dr. John McClure, a pathologist in Edina, Minn., was pondering his wish list several years ago, he added something a little out of the ordinary: learn to play the bagpipes. But his goal seemed like a long shot after a friend who had been teaching him moved away.",A,1,The New York Times,2012-01-11T02:37:30+0000,article,National,U.S.,News,nyt://article/a501c497-6276-52ff-b370-fad5eaa8d3ba,1076,nyt://article/a501c497-6276-52ff-b370-fad5eaa8d3ba,NA,"With Enough Bandwidth, Many Join the Band",NA,NA,"With Enough Bandwidth, Many Join the Band",NA,NA,NA,By Catherine Saint Louis,
"Abigail Hansen, a senior at Minnetonka High School, struggles to find true love amongst a group of suitable colleges.",https://thechoice.blogs.nytimes.com/2012/02/03/true-love-can-be-fleeting-especially-when-its-object-is-a-college/,"Abigail Hansen, a senior at Minnetonka High School, struggles to find true love amongst a group of suitable colleges.",Some people say true love doesn’t exist. In my life that has proven to be the case.,NA,NA,The New York Times,2012-02-03T18:00:34+0000,article,,U.S.,News,nyt://article/2b6f7ac1-6db0-5607-b14c-3a1c41788f0b,779,nyt://article/2b6f7ac1-6db0-5607-b14c-3a1c41788f0b,NA,"True Love Can Be Fleeting, Especially When Its Object Is a College",The Choice,NA,NA,NA,NA,NA,By Abigail Hansen,
"Thirty-eight men were hanged, but President Lincoln had spared one, and now an effort is taking root on campuses and Capitol Hill to keep the story alive.",https://www.nytimes.com/2010/12/14/us/14dakota.html,"Thirty-eight men were hanged, but President Lincoln had spared one, and now an effort is taking root on campuses and Capitol Hill to keep the story alive.","MANKATO, Minn.  On Dec. 26, 1862, thirty-eight doomed Dakota Indians wailed and danced atop the gallows, waiting for the trapdoors to drop beneath them. The square scaffold, built here to accommodate the largest mass execution in United States history, swayed under their weight. ",A,18,The New York Times,2010-12-14T00:43:55+0000,article,National,U.S.,News,nyt://article/2cee260a-780f-55d4-8c7f-897afa108c83,1241,nyt://article/2cee260a-780f-55d4-8c7f-897afa108c83,NA,Execution 150 Years Ago Spurs Calls for Pardon,NA,NA,Execution of Dakota Indian Nearly 150 Years Ago Spurs Calls for Pardon,NA,NA,NA,By Robert K. Elder,
"Fill in the blanks in this article about schools revamping grading so that it reflects only the mastery of material–not good behavior. Use your own words and phrases, or click “read more” to choose from a scrambled list of the words or phrases that were removed.",https://learning.blogs.nytimes.com/2010/12/01/fill-in-what-an-a-means/,"Fill in the blanks in this article about schools revamping grading so that it reflects only the mastery of material–not good behavior. Use your own words and phrases, or click “read more” to choose from a scrambled list of the words or phrases tha...",,NA,NA,The New York Times,2010-12-01T23:32:41+0000,article,,Education,NA,nyt://article/2502af3a-db17-5fa7-8447-c919cf669aad,628,nyt://article/2502af3a-db17-5fa7-8447-c919cf669aad,NA,Fill-In | What an ‘A’ Means,The Learning Network,NA,NA,NA,NA,NA,By Katherine Schulten,
"Dr. Perrone’s ideas on flexible teaching methods led to a loose network of public alternative schools in New York, Boston, Chicago and Philadelphia.",https://www.nytimes.com/2011/09/17/us/vito-perrone-sr-who-fought-standardized-tests-dies-at-78.html,"Dr. Perrone’s ideas on flexible teaching methods led to a loose network of public alternative schools in New York, Boston, Chicago and Philadelphia.","Vito Perrone Sr., a leading advocate for humanistic, regimentation-free public education and a mentor to several generations of liberal reformers who fought the tide of standardized testing, died on Aug. 24 in Cambridge, Mass. He was 78.",B,8,The New York Times,2011-09-17T00:37:00+0000,article,National,U.S.,Obituary (Obit),nyt://article/e6cf7d94-3e78-5752-a653-cd6d1137abb5,981,nyt://article/e6cf7d94-3e78-5752-a653-cd6d1137abb5,NA,"Vito Perrone Sr., Who Fought Standardized Tests, Dies at 78",NA,NA,Vito Perrone Sr. Dies at 78; Fought Standardized Tests,NA,NA,NA,By Paul Vitello,
Civil rights pioneer Rosa Parks moves to set up one of first charter schools in Detroit; submits application to Detroit Board of Education for Raymond and Rosa Parks Academy for Self Development (M),https://www.nytimes.com/1997/06/30/us/rights-hero-presses-plan-for-school-in-detroit.html,Civil rights pioneer Rosa Parks moves to set up one of first charter schools in Detroit; submits application to Detroit Board of Education for Raymond and Rosa Parks Academy for Self Development (M),"More than 40 years after Rosa Parks refused to give up her seat to a white passenger on a bus, the opening salvo in what became the Montgomery, Ala., bus boycott, she is trying to set up one of the first charter schools in Detroit.",A,9,The New York Times,1997-06-30T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/28389399-0b41-5de9-bebb-992c5e2a0c35,621,nyt://article/28389399-0b41-5de9-bebb-992c5e2a0c35,NA,Rights Hero Presses Plan For School In Detroit,NA,NA,Rights Hero Presses Plan For School In Detroit,NA,NA,NA,By Halimah Abdullah,
"After three decades of traveling from Texas to Minnesota for seasonal farm employment, one family is poised for a change.",https://www.nytimes.com/2007/08/05/us/05land.html,"After three decades of traveling from Texas to Minnesota for seasonal farm employment, one family is poised for a change.","BRECKENRIDGE, Minn.",A,16,The New York Times,2007-08-05T04:00:00+0000,article,National,U.S.,News,nyt://article/d6c082b7-0f58-5467-9cb6-5da3b589d599,966,nyt://article/d6c082b7-0f58-5467-9cb6-5da3b589d599,NA,"For Family of Migrant Farmworkers, a New Season Is Dawning",This Land,NA,"For Family of Migrant Farmworkers, a New Season Is Dawning",NA,NA,NA,By Dan Barry,
"LEAD: They may not be as rough-and-tumble as some of their city cousins, and they certainly don't get as much public attention, but schools in the nation's rural areas have their own batch of chronic problems.",https://www.nytimes.com/1989/07/26/us/education-poignant-problems-of-the-nation-s-rural-schools.html,,"They may not be as rough-and-tumble as some of their city cousins, and they certainly don't get as much public attention, but schools in the nation's rural areas have their own batch of chronic problems.",B,8,The New York Times,1989-07-26T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/b7045f38-42a4-5fff-b972-201968a05661,1356,nyt://article/b7045f38-42a4-5fff-b972-201968a05661,NA,Poignant Problems of the Nation's Rural Schools,EDUCATION,NA,EDUCATION; Poignant Problems of the Nation's Rural Schools,NA,NA,NA,"By Joseph Berger, Special To the New York Times",
Democratic victories in Minnesota have ushered in a new moment of female political authority at the Capitol in St. Paul.,https://www.nytimes.com/2007/02/15/us/15minnesota.html,Democratic victories in Minnesota have ushered in a new moment of female political authority at the Capitol in St. Paul.,"WOODBURY, Minn. — Three middle-aged Democratic women — a high school English teacher, an economist and an education lobbyist, none of whom had ever run for office — took on three Republican state legislators last year in this conservative, traditionally Republican town and swept the field.",A,26,The New York Times,2007-02-15T05:00:00+0000,article,National,U.S.,News,nyt://article/1984c6bd-1a44-53d5-97c7-b7e3b5704ebb,1356,nyt://article/1984c6bd-1a44-53d5-97c7-b7e3b5704ebb,NA,"In State Legislatures, Democrats Are Pushing Toward Parity Between the Sexes",As St. Paul Goes ...,NA,"In State Legislatures, Democrats Are Pushing Toward Parity Between the Sexes",NA,NA,NA,By Kirk Johnson,
"Political news from today’s Times and around the Web, plus a look at what’s happening in Washington.",https://thecaucus.blogs.nytimes.com/2012/04/24/the-early-word-tryouts/,"Political news from today’s Times and around the Web, plus a look at what’s happening in Washington.",Today’s Times,NA,NA,The New York Times,2012-04-24T10:00:30+0000,article,,U.S.,News,nyt://article/ccb5236c-d7fe-542c-9203-46cac6ef1046,422,nyt://article/ccb5236c-d7fe-542c-9203-46cac6ef1046,Politics,The Early Word: Tryouts,The Caucus,NA,NA,NA,NA,NA,By Jada F. Smith,
Some Republicans said they feared the creation of another federal entitlement program.,https://www.nytimes.com/2013/02/15/us/politics/obama-visits-georgia-to-rally-support-for-preschool-plan.html,Some Republicans said they feared the creation of another federal entitlement program.,"ATLANTA — President Obama’s plan to expand preschool for the nation’s children faces deep skepticism among Republicans, who fear the creation of another federal entitlement program that they say could add to the nation’s deficit and swell the ranks of the teachers’ unions.",A,14,The New York Times,2013-02-14T15:17:54+0000,article,National,U.S.,News,nyt://article/b2398d4f-689f-5b43-b372-2ebfc9df60a6,790,nyt://article/b2398d4f-689f-5b43-b372-2ebfc9df60a6,Politics,Conservatives Skeptical of Expanding Preschool,NA,NA,Conservatives Skeptical Of Expanding Preschool,NA,NA,NA,By Michael D. Shear,
Representative Michele Bachmann’s political awakening began with her encounters with the school system when she was a foster mother.,https://www.nytimes.com/2011/06/22/us/politics/22bachmann.html,Representative Michele Bachmann’s political awakening began with her encounters with the school system when she was a foster mother.,"STILLWATER, Minn. — Nearly two decades ago, a stay-at-home mother and onetime federal tax lawyer named Michele Bachmann felt a spiritual calling to open her clapboard home here to troubled teenage girls.",A,1,The New York Times,2011-06-22T00:03:11+0000,article,National,U.S.,News,nyt://article/997f9b50-1e03-5791-a739-6fc72ecca524,1456,nyt://article/997f9b50-1e03-5791-a739-6fc72ecca524,Politics,Roots of Bachmann’s Ambition Began at Home,NA,NA,A Presidential Hopeful’s Calling Began With Foster Children,NA,NA,NA,By Sheryl Gay Stolberg,
"This week we pair the poem “Spitwads” with a 2010 article from the Week in Review, “A’s for Good Behavior.”",https://learning.blogs.nytimes.com/2011/04/07/poetry-pairing-april-7-2011/,"This week we pair the poem “Spitwads” with a 2010 article from the Week in Review, “A’s for Good Behavior.”","In our weekly “Poetry Pairing” series, we collaborate with the Poetry Foundation to feature a work from its American Life in Poetry project alongside content from The Times that somehow echoes, extends or challenges the poem’s themes. Each poem is introduced briefly by Ted Kooser, a former United States poet laureate.",NA,NA,The New York Times,2011-04-07T14:09:44+0000,article,,Education,NA,nyt://article/7c0b8be0-e99e-5612-9e00-faeb5ec8f344,571,nyt://article/7c0b8be0-e99e-5612-9e00-faeb5ec8f344,NA,"Poetry Pairing | April 7, 2011",The Learning Network,NA,NA,NA,NA,NA,By Katherine Schulten,
"Ms. Omar, Democrat of Minnesota, says America is not the golden land she learned about as a Somali refugee. “I wasn’t comfortable with that hypocrisy.”",https://www.nytimes.com/2018/12/30/us/politics/ilhan-omar-minnesota-congress.html,"Ms. Omar, Democrat of Minnesota, says America is not the golden land she learned about as a Somali refugee. “I wasn’t comfortable with that hypocrisy.”","WASHINGTON — As a 12-year-old refugee from Somalia adjusting to life in the Virginia suburbs, Ilhan Omar fended off bullies who stuck gum on her scarf, knocked her down stairs and jumped her when she changed clothes for gym class.",A,15,The New York Times,2018-12-30T17:56:26+0000,article,Washington,U.S.,News,nyt://article/1ee5d54e-e925-593c-8278-acf0c9a7cc13,1437,nyt://article/1ee5d54e-e925-593c-8278-acf0c9a7cc13,Politics,"Glorified and Vilified, Representative-Elect Ilhan Omar Tells Critics: ‘Just Deal’",NA,NA,"Glorified and Vilified, Former Somali Refugee Makes Her Way to Capitol",NA,NA,NA,By Sheryl Gay Stolberg,
"Only a single state — Minnesota — has a legislature under divided party control, a sign of growing polarization.",https://www.nytimes.com/2019/01/28/us/democrats-gun-control-healthcare.html,"Only a single state — Minnesota — has a legislature under divided party control, a sign of growing polarization.","ST. PAUL — Days after nearly dying during cancer treatments, Hunter Cantrell, a 23-year-old university student, made what seemed a quixotic decision: He would run for the Minnesota House of Representatives to plead for affordable health care for all.",A,10,The New York Times,2019-01-28T07:00:11+0000,article,National,U.S.,News,nyt://article/147ee44a-befb-505f-a557-e9636143852b,1341,nyt://article/147ee44a-befb-505f-a557-e9636143852b,NA,A First in Over a Century: Only One State Has a Split Legislature,NA,NA,"All Red or All Blue, State Legislatures Run to Partisan Sides",NA,NA,NA,By Timothy Williams,
Education Secretary Arne Duncan plans to invite invite charter school leaders to help out in the administration’s broad effort to remake several thousand of the nation’s worst public schools.,https://www.nytimes.com/2009/06/22/education/22duncan.html,Education Secretary Arne Duncan plans to invite invite charter school leaders to help out in the administration’s broad effort to remake several thousand of the nation’s worst public schools.,"The Obama administration has made opening more charter schools a big part of its plans for improving the nation’s education system, but Education Secretary Arne Duncan will warn advocates of the schools on Monday that low-quality institutions are giving their movement a black eye.",A,10,The New York Times,2009-06-22T05:17:51+0000,article,National,Education,News,nyt://article/c07a0901-002d-5676-b490-3d6bcaec4ebb,858,nyt://article/c07a0901-002d-5676-b490-3d6bcaec4ebb,NA,Education Chief to Warn Advocates That Inferior Charter Schools Harm the Effort,NA,NA,Education Chief to Warn Advocates That Inferior Charter Schools Harm the Effort,NA,NA,NA,By Sam Dillon,
Gov. Gretchen Whitmer said a school shooting in Michigan ‘is every parent’s worst nightmare.’,https://www.nytimes.com/2021/11/30/us/governor-whitmer-michigan-school-shooting.html,Gov. Gretchen Whitmer said a school shooting in Michigan ‘is every parent’s worst nightmare.’,"From the moment that the authorities confirmed reports of a fatal shooting inside a Michigan high school on Tuesday, officials across the country expressed shock and Democratic leaders renewed their calls for more to be done to reduce gun violence.",NA,NA,The New York Times,2021-11-30T22:25:10+0000,article,Express,U.S.,News,nyt://article/8bdf6802-7ada-5b05-801b-add33a44eba0,367,nyt://article/8bdf6802-7ada-5b05-801b-add33a44eba0,NA,"‘No one should be afraid to go to school,’ Michigan’s governor says.",NA,NA,NA,NA,NA,NA,By Eduardo Medina,
Gov. Gretchen Whitmer said a school shooting in Michigan ‘is every parent’s worst nightmare.’,https://www.nytimes.com/2021/11/30/us/governor-whitmer-michigan-school-shooting.html,Gov. Gretchen Whitmer said a school shooting in Michigan ‘is every parent’s worst nightmare.’,"From the moment that the authorities confirmed reports of a fatal shooting inside a Michigan high school on Tuesday, officials across the country expressed shock and Democratic leaders renewed their calls for more to be done to reduce gun violence.",NA,NA,The New York Times,2021-11-30T22:25:10+0000,article,Express,U.S.,News,nyt://article/8bdf6802-7ada-5b05-801b-add33a44eba0,367,nyt://article/8bdf6802-7ada-5b05-801b-add33a44eba0,NA,"‘No one should be afraid to go to school,’ Michigan’s governor says.",NA,NA,NA,NA,NA,NA,By Eduardo Medina,
"Some who knew Jeff Weise, troubled teen who killed grandfather and grandfather's companion, went on shooting spree at Red Lake, Minn, high school and killed self, say school and Red Lake Indian Reservation authorities ignored warning signs; high school principal Chris Dunshee and others say authorities had been struggling to help boy; all say they had never seen alarming Internet posting submitted under his name; map; photos (M)",https://www.nytimes.com/2005/03/24/us/signs-of-danger-were-missed-in-a-troubled-teenagers-life.html,"Some who knew Jeff Weise, troubled teen who killed grandfather and grandfather's companion, went on shooting spree at Red Lake, Minn, high school and killed self, say school and Red Lake Indian Reservation authorities ignored warning signs; high s...","BEMIDJI, Minn., March 23 - Looking back at all the pieces, some who knew Jeff Weise say they wonder why someone did not see his eruption coming months, or even years, ago.",A,1,The New York Times,2005-03-24T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/8a3076af-3bc1-51e4-ac06-8454dcc233e7,1996,nyt://article/8a3076af-3bc1-51e4-ac06-8454dcc233e7,NA,Signs of Danger Were Missed in a Troubled Teenager's Life,NA,NA,Signs of Danger Were Missed In a Troubled Teenager's Life,NA,NA,NA,By Monica Davey and Jodi Wilgoren,
"  John Rairdon, who the police say led a search for his missing 13-year-old daughter and then confessed to killing her when she fought off his sexual advances, today was granted a public defender to defend him against charges of first- and second-degree murder and intrafamilial sexual abuse.   The suspect appeared in Otter Tail County District Court before Judge Harlan Nelson, who continued Mr. Rairdon's bail at $100,000 and set arraignment for Monday.   Mr. Rairdon, 38 years old, today was described by his wife, Marilyn, as ''mixed up and confused,'' and she said he had begun to doubt whether he had killed his daughter, Sarah Ann.",https://www.nytimes.com/1985/08/20/us/father-in-court-on-murder-count.html,,"John Rairdon, who the police say led a search for his missing 13-year-old daughter and then confessed to killing her when she fought off his sexual advances, today was granted a public defender to defend him against charges of first- and second-degree murder and intrafamilial sexual abuse.",A,13,The New York Times,1985-08-20T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/278dcd89-37f6-5928-b349-edccd3fd9a0f,499,nyt://article/278dcd89-37f6-5928-b349-edccd3fd9a0f,NA,FATHER IN COURT ON MURDER COUNT,NA,NA,FATHER IN COURT ON MURDER COUNT,NA,NA,NA,AP,
