abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person
"  ERIC COMPTON, an instructor for the New York chapter of the American Institute of Banking, was painting a grim picture of the industry's future for the students in his Banking for Professionals seminar.   They were among the 230,000 bank employees across the country this year to take courses offered by the world's largest industrysponsored adult-education program. The program originally was established as a service for clerks, but the institute has shifted its emphasis to teaching people with more formal education who enter banking at higher levels.   Mr. Compton, who is a vice president of the Chase Manhattan Bank, said: ''There was a time in the United States when commercial banks had an exclusive market. That exclusivity is declining year by year.  Americans are beginning to ask whether we need commercial banks at all.'' He went on to describe how finance companies, money-market funds and other institutions not subject to Federal banking regulations had begun to offer the same services on better terms.",https://www.nytimes.com/1981/08/30/education/students-who-bank-on-what-they-learn.html,,"ERIC COMPTON, an instructor for the New York chapter of the American Institute of Banking, was painting a grim picture of the industry's future for the students in his Banking for Professionals seminar.",12,13,The New York Times,1981-08-30T05:00:00+0000,article,Survey of Education,Education,NA,News,nyt://article/253d969b-0b7f-5de4-a638-38da09ea891c,1061,nyt://article/253d969b-0b7f-5de4-a638-38da09ea891c,STUDENTS WHO BANK ON WHAT THEY LEARN,NA,NA,STUDENTS WHO BANK ON WHAT THEY LEARN,NA,NA,NA,By Christopher Wellisz,
"LEAD: Time was when being average was, well, the norm, and the norm was something that people could live with. Beaver Cleaver could bring home C's without his parents running to a psychiatrist - or sending him to one - and the principal never transferred Dennis the Menace to a class for learning-disabled students.",https://www.nytimes.com/1989/11/05/education/special-report-the-average-student-silent-majority.html,,"Time was when being average was, well, the norm, and the norm was something that people could live with. Beaver Cleaver could bring home C's without his parents running to a psychiatrist - or sending him to one - and the principal never transferred Dennis the Menace to a class for learning-disabled students.",A,4,The New York Times,1989-11-05T05:00:00+0000,article,Education Life,Education,NA,News,nyt://article/9993285b-ffc3-5b52-8f28-a66aa1334321,1798,nyt://article/9993285b-ffc3-5b52-8f28-a66aa1334321,Silent Majority,SPECIAL REPORT: THE AVERAGE STUDENT,NA,SPECIAL REPORT: THE AVERAGE STUDENT; Silent Majority,NA,NA,NA,By James Barron,
"  Johnny Ludden, 23, has just started his sixth year as an undergraduate at the University of Texas. It is not that he had trouble choosing a major or getting all his required courses. Rather, he has spent so much time working for the college newspaper that he sometimes took only three courses a semester, not the usual five.   He is typical of more than half of the college students around the country: They are taking more and more time to graduate. And until now, there has been little consequence, except from bill-paying parents. ""My dad is getting sort of anxious for me to finish up,"" Mr. Ludden said.",https://www.nytimes.com/1994/09/14/us/as-students-stay-longer-colleges-feel-the-pinch-and-say-move-along.html,,"Johnny Ludden, 23, has just started his sixth year as an undergraduate at the University of Texas. It is not that he had trouble choosing a major or getting all his required courses. Rather, he has spent so much time working for the college newspaper that he sometimes took only three courses a semester, not the usual five.",B,9,The New York Times,1994-09-14T05:00:00+0000,article,National Desk;,U.S.,NA,News,nyt://article/6cea7583-47b7-5d42-ac3d-cba2ed7ee090,1582,nyt://article/6cea7583-47b7-5d42-ac3d-cba2ed7ee090,"As Students Stay Longer, Colleges Feel the Pinch and Say, Move Along",NA,NA,"As Students Stay Longer, Colleges Feel the Pinch and Say, Move Along",NA,NA,NA,By Maria Newman,
"  The College Republican National Committee has started a campaign against a group of student organizations throughout the country that advocate such things as environmental and consumer protection and safety in the workplace.   The organizations, which are known as public interest research groups and have also opposed nuclear power and supported the right to have abortions, were inspired by Ralph Nader, the consumer advocate, and they continue to receive his encouragement.   Jack Abramoff, national chairman of the College Republican National Committee, says the groups promote leftist political ideas and are ''instrumental in leading anti-Reagan and anti-free market forces on campuses.''   In a 50-page packet that went out in early February to college Republican chairmen in the 50 states and the District of Columbia, the student groups are described as ''a major threat to democracy on American campuses'' and as ''unethical, undemocratic and unconstitutional.''",https://www.nytimes.com/1983/03/13/us/college-republicans-open-a-drive-against-student-activist-groups.html,,The College Republican National Committee has started a campaign against a group of student organizations throughout the country that advocate such things as environmental and consumer protection and safety in the workplace.,1,28,The New York Times,1983-03-13T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/f01bb5ae-ba20-5a2a-a86e-3e76ce52e736,1206,nyt://article/f01bb5ae-ba20-5a2a-a86e-3e76ce52e736,COLLEGE REPUBLICANS OPEN A DRIVE AGAINST STUDENT ACTIVIST GROUPS,NA,NA,COLLEGE REPUBLICANS OPEN A DRIVE AGAINST STUDENT ACTIVIST GROUPS,NA,NA,NA,By Joseph B. Treaster,
"Alec Cook was convicted of three sexual assaults, strangulation and stalking. He was sentenced to 3 years, though prosecutors had sought a term of nearly 20.",https://www.nytimes.com/2018/06/28/us/alec-cook-wisconsin-sexual-assault.html,"Alec Cook was convicted of three sexual assaults, strangulation and stalking. He was sentenced to 3 years, though prosecutors had sought a term of nearly 20.",Six Wisconsin lawmakers this week condemned what they said was a lenient three-year prison sentence given to a former University of Wisconsin student who admitted to sexually assaulting three women and choking or stalking two others.,NA,NA,The New York Times,2018-06-28T13:14:36+0000,article,Express,U.S.,NA,News,nyt://article/4d2a3f57-488c-522f-99ec-69d31fe0c113,947,nyt://article/4d2a3f57-488c-522f-99ec-69d31fe0c113,Wisconsin Lawmakers Outraged After Ex-Student Gets ‘Lenient’ Sentence for Sex Crimes,NA,NA,NA,NA,NA,NA,By Melissa Gomez and Matt Stevens,
"  Another round of hefty tuition increases at colleges and universities around the country has ushered in the era of the $50,000 bachelor's degree. It has also suggested that educators and legislators are moving to shift a greater percentage of the cost of higher education onto students.   Private colleges are typically raising tuition and fees for the 1982-83 academic year by 12 to 16 percent. This is slightly below last year's record increases but still about twice the current rate of inflation.   The major reasons cited for the increases include efforts to catch up in the areas of faculty salaries and maintenance, where spending has lagged behind the inflation rate in recent years, and the need to cover the gaps left by the Reagan Administration's cuts in Federal tuition assistance.",https://www.nytimes.com/1982/05/16/us/rise-in-tuitions-signals-shift-on-college-costs-to-students.html,,"Another round of hefty tuition increases at colleges and universities around the country has ushered in the era of the $50,000 bachelor's degree. It has also suggested that educators and legislators are moving to shift a greater percentage of the cost of higher education onto students.",1,1,The New York Times,1982-05-16T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/30f53fcf-7253-5235-8cb5-0186dacebfdd,1552,nyt://article/30f53fcf-7253-5235-8cb5-0186dacebfdd,RISE IN TUITIONS SIGNALS SHIFT ON COLLEGE COSTS TO STUDENTS,NA,NA,RISE IN TUITIONS SIGNALS SHIFT ON COLLEGE COSTS TO STUDENTS,NA,NA,NA,By Edward B. Fiske,
"Case Western Reserve University draws criticism for agreeing to accommodate 1,900 officers and National Guardsmen providing added event security.",https://www.nytimes.com/2016/07/15/us/college-at-odds-with-students-over-housing-police-for-cleveland-convention.html,"Case Western Reserve University draws criticism for agreeing to accommodate 1,900 officers and National Guardsmen providing added event security.","Even though its campus sits nearly five miles from the arena hosting the Republican National Convention in Cleveland, Case Western Reserve University on Monday announced a virtual shutdown of its operations next week for the convention’s duration, citing concerns that last week’s shootings in Dallas, Louisiana and Minnesota could provoke a “significant degree of conflict” in the city.",A,16,The New York Times,2016-07-14T13:38:34+0000,article,National,U.S.,NA,News,nyt://article/d85852bb-1be2-57a4-9dfb-d404bf85a8c6,835,nyt://article/d85852bb-1be2-57a4-9dfb-d404bf85a8c6,College at Odds With Students Over Plan to House Police for Cleveland Convention,NA,NA,A Plan to House Police Puts a Campus on Edge,NA,NA,NA,By Stephanie Saul,
LEAD: Education Secretary William J. Bennett said yesterday that Roman Catholic educators should seek out the dropouts and the worst students in public schools around the country and educate them in parochial schools.,https://www.nytimes.com/1988/04/08/us/bennett-would-open-catholic-schools-to-worst-us-students.html,,Education Secretary William J. Bennett said yesterday that Roman Catholic educators should seek out the dropouts and the worst students in public schools around the country and educate them in parochial schools.,A,14,The New York Times,1988-04-08T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/95904734-f83b-52e0-a501-d7e340c743e2,964,nyt://article/95904734-f83b-52e0-a501-d7e340c743e2,Bennett Would Open Catholic Schools to Worst U.S. Students,NA,NA,Bennett Would Open Catholic Schools to Worst U.S. Students,NA,NA,NA,By Deirdre Carmody,
"  Rhodes Scholarships were awarded Saturday to 32 American college students, including an 18-year-old concert pianist from Oklahoma and a starting guard on the Army football team, for two years of advanced studies at Oxford University in Britain beginning next fall.   The youngest of this year's recipients, is Nina T. Morishige of Edmond, Okla., the daughter of Japanese immigrants, In addition to her musical ability, she is an avid fencer who will graduate next spring from Johns Hopkins University with a combined bachelor's and master's degree.   Also among the 20 men and 12 women who were awarded the scholarships this year were Anne Perkins, 22, the first woman editor in chief of The Yale Daily News and Rick Waddell, who plays football at the United States Military Academy at West Point.",https://www.nytimes.com/1981/12/21/us/32-american-students-named-rhodes-scholarship-winners.html,,"Rhodes Scholarships were awarded Saturday to 32 American college students, including an 18-year-old concert pianist from Oklahoma and a starting guard on the Army football team, for two years of advanced studies at Oxford University in Britain beginning next fall.",B,14,The New York Times,1981-12-21T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/11e982c2-c50b-599b-9212-f7a48004749c,523,nyt://article/11e982c2-c50b-599b-9212-f7a48004749c,32 AMERICAN STUDENTS NAMED RHODES SCHOLARSHIP WINNERS,NA,NA,32 AMERICAN STUDENTS NAMED RHODES SCHOLARSHIP WINNERS,NA,NA,NA,By Edward A. Gargan,
We asked readers across the country how they are tackling these new challenges. Here is what they said.,https://www.nytimes.com/2020/10/14/education/learning/students-parents-teachers-remote-stories.html,We asked readers across the country how they are tackling these new challenges. Here is what they said.,"This article is part of our latest Learning special report, which focuses on ways that remote learning will shape the future.",L,6,The New York Times,2020-10-14T09:00:48+0000,article,SpecialSections,Education,Learning,News,nyt://article/44109dab-c826-5274-b51b-33cf8db3f12d,1640,nyt://article/44109dab-c826-5274-b51b-33cf8db3f12d,"Students, Parents and Teachers Tell Their Stories of Remote Learning",NA,NA,We Won’t Stop Talking About It,NA,NA,NA,By Amelia Nierenberg,
"Public schools nationwide face worst teacher shortage in recent memory as new academic year begins; problem attributed more to geography and expertise rather than overall supply; teachers in states where hundreds are vying for one job are largely unwilling to move to those most in need, while many amenable to change of scenery are often untrained in subjects where shortages are greatest; districts and states, in desperate pursuit especially of those trained in specific subjects, have stepped up competition in ways that mirror private sector and were unheard of even five years ago; situation in New York City and some other large school districts nationwide discussed; photo (M)",https://www.nytimes.com/1999/08/31/us/as-students-return-schools-cope-with-severe-shortage-of-teachers.html,Public schools nationwide face worst teacher shortage in recent memory as new academic year begins; problem attributed more to geography and expertise rather than overall supply; teachers in states where hundreds are vying for one job are largely ...,"As children across the United States swarm back to school, principals from Washington to Palm Beach County, Fla., and from Houston to Los Angeles say they are struggling through the worst teacher shortage in recent memory. They describe being whipsawed by swelling enrollments and a push to reduce class sizes at a time when more teachers are retiring.",A,1,The New York Times,1999-08-31T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/61b1645b-9672-58d3-9716-2eaea7c13ae3,1382,nyt://article/61b1645b-9672-58d3-9716-2eaea7c13ae3,"As Students Return, Schools Cope With Severe Shortage of Teachers",NA,NA,"As Students Return, Schools Cope With Severe Shortage of Teachers",NA,NA,NA,By Jacques Steinberg,
About a third of public school students in Minneapolis were assigned to new schools this year. Here is the story of one family.,https://www.nytimes.com/2021/12/01/us/an-integration-plan-leads-a-student-to-a-new-school-his-whole-life-changed.html,About a third of public school students in Minneapolis were assigned to new schools this year. Here is the story of one family.,"Today, we’re talking with a white parent about his decision to enroll his child in a predominantly Black high school. “It’s a whole different human being coming through the door after school every day,” he said.",NA,NA,The New York Times,2021-12-01T17:00:01+0000,article,National,U.S.,NA,News,nyt://article/f797c120-3715-5f64-978e-495d1bd77531,1623,nyt://article/f797c120-3715-5f64-978e-495d1bd77531,An Integration Plan Leads a Student to a New School: ‘His Whole Life Changed’,Education Briefing,NA,NA,NA,NA,NA,By Amelia Nierenberg,
"In Minneapolis, where George Floyd was killed, educators have used the trial as an opportunity to help their students examine the complex issues of race, policing and the criminal justice system.",https://www.nytimes.com/2021/04/07/us/derek-chauvin-trial-students-minneapolis.html,"In Minneapolis, where George Floyd was killed, educators have used the trial as an opportunity to help their students examine the complex issues of race, policing and the criminal justice system.","At this point in the school year, Lacrissha Walton typically focuses her social studies lessons on the 50 U.S. states and their capitals. But last week, the Minneapolis teacher scrawled a question that had nothing to do with geography on her fourth-grade classroom’s whiteboard: “Have you watched the Derek Chauvin trial?”",A,15,The New York Times,2021-04-07T21:00:29+0000,article,National,U.S.,NA,News,nyt://article/fcb1c7de-739c-5903-9362-69d660a08df4,1260,nyt://article/fcb1c7de-739c-5903-9362-69d660a08df4,How Teachers Are Exploring the Derek Chauvin Trial With Students,NA,NA,"In Minneapolis, Educators Are Bringing the Chauvin Trial Into the Classroom",NA,NA,NA,By Dan Levin,
"As the Supreme Court considers the role of race in college admissions, a diverse group of Harvard undergraduates shared their views.",https://www.nytimes.com/2022/11/01/us/harvard-diversity-affirmative-action.html,"As the Supreme Court considers the role of race in college admissions, a diverse group of Harvard undergraduates shared their views.","In the early months of the coronavirus pandemic, Ava Salzman, now a senior at Harvard, took a class on oral storytelling in times of crisis. Despite the awkwardness of an online setting, Ms. Salzman said she felt that she and her 19 classmates found refuge in their shared stories.",A,19,The New York Times,2022-11-01T21:46:27+0000,article,Washington,U.S.,NA,News,nyt://article/f7208fb6-0206-5d31-b478-369d1593c44d,1581,nyt://article/f7208fb6-0206-5d31-b478-369d1593c44d,Here’s What Diversity Means for One Group of Harvard Students,NA,NA,Racial Dynamics At Harvard From the Inside,NA,NA,NA,By Linda Qiu and Dumebi Malaika Menakaya,
"  A champion skier with one leg, the co-captain of the Ohio State University football team and a science student with varsity letters in four sports are among the 32 Americans who have won Rhodes scholarships for study at Oxford University in England.   The names of the 20 men and 12 women were announced yesterday. They come from 21 colleges and universities and were chosen from 1,238 applicants in state and regional interviews around the country.   Students from two New York institutions, Union College in Schenectady and Syracuse University, became the first Rhodes scholars their schools have had, according to David Alexander, president of Pomona College in California, who is American secretary of the Rhodes Scholarship Trust.",https://www.nytimes.com/1985/12/16/us/us-rhodes-scholars-include-32-students-from-21-colleges.html,,"A champion skier with one leg, the co-captain of the Ohio State University football team and a science student with varsity letters in four sports are among the 32 Americans who have won Rhodes scholarships for study at Oxford University in England.",A,18,The New York Times,1985-12-16T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/54fe4d1d-65ee-5960-b0dc-adf95f8e9283,656,nyt://article/54fe4d1d-65ee-5960-b0dc-adf95f8e9283,U.S. RHODES SCHOLARS INCLUDE 32 STUDENTS FROM 21 COLLEGES,NA,NA,U.S. RHODES SCHOLARS INCLUDE 32 STUDENTS FROM 21 COLLEGES,NA,NA,NA,By Todd S. Purdum,
"On Sunday, Robert F. Smith, a billionaire investor, shocked and delighted the 396 graduates of Morehouse College when he pledged to repay their student loans. The gift, which was praised for its potential to transform the life of each recipient, is also focusing attention on a systemic problem that one donor’s generosity cannot solve: the large student debt burdens shouldered by tens of millions of Americans.",https://www.nytimes.com/2019/05/20/us/student-debt-america.html,,"On Sunday, Robert F. Smith, a billionaire investor, shocked and delighted the 396 graduates of Morehouse College when he pledged to repay their student loans. The gift, which was praised for its potential to transform the life of each recipient, is also focusing attention on a systemic problem that one donor’s generosity cannot solve: the large student debt burdens shouldered by tens of millions of Americans.",A,17,The New York Times,2019-05-20T19:28:50+0000,article,National,U.S.,NA,News,nyt://article/df8c0512-fe7b-566e-82f8-36f665e97133,693,nyt://article/df8c0512-fe7b-566e-82f8-36f665e97133,"The Morehouse Gift, in Context: An Average Black Graduate Has $7,400 More in Debt Than White Peers",NA,NA,"Student Debt: Who Owes, and How Much?",NA,NA,NA,By Dana Goldstein,
"As a high school student, Courtney Carson was at the heart of a racial debate that drew national attention. He’s now trying to improve his hometown.",https://www.nytimes.com/2017/07/24/us/he-called-the-school-board-racist-now-hes-joined-it.html,"As a high school student, Courtney Carson was at the heart of a racial debate that drew national attention. He’s now trying to improve his hometown.","DECATUR, Ill. — Back when he was a member of a notorious street gang, Courtney Carson was as loyal as they come. When he heard that a confidant had flipped from the Black Stones to the rival Gangster Disciples, he rounded up some friends and confronted the defector at a high school football game.",A,10,The New York Times,2017-07-24T14:24:31+0000,article,National,U.S.,NA,News,nyt://article/ea7d3eba-dea3-58b0-b59f-c6f9b94393c4,1614,nyt://article/ea7d3eba-dea3-58b0-b59f-c6f9b94393c4,"He Called the School Board Racist. Now, He’s Joined It.",NA,NA,From Angry Student to Board Member,NA,NA,NA,By John Eligon,
The bill would make South Dakota the first state to bar transgender youth at public schools from using facilities in line with their gender identity.,https://www.nytimes.com/2016/02/26/us/south-dakota-bill-on-transgender-students-bathroom-access-draws-ire.html,The bill would make South Dakota the first state to bar transgender youth at public schools from using facilities in line with their gender identity.,"SIOUX FALLS, S.D. — For Thomas Lewis, a high school senior who plays trumpet in the marching band and works evenings at a grocery store, South Dakota’s contentious debate over transgender rights is personal.",A,12,The New York Times,2016-02-25T14:30:17+0000,article,National,U.S.,NA,News,nyt://article/f97a4805-b8e1-54fc-bb86-4a445d1f2e25,1165,nyt://article/f97a4805-b8e1-54fc-bb86-4a445d1f2e25,South Dakota Bill on Transgender Students’ Bathroom Access Draws Ire,NA,NA,South Dakota Angers Transgender Advocates ,NA,NA,NA,By Mitch Smith,
"   Walter F. Mondale, concerned about a rush of young voters to Senator Gary Hart, asserted today that his opponent had ''marketed himself'' to appeal to a cynical generation that grew up in ''an earthquake zone'' of war, economic uncertainty and political corruption.     ''You are said to be suspicious of government, leery of politicians and mistrustful of institutions,'' he told 400 students at Emory University. He said most young Americans were not cynical but rather wanted ''to help those less fortunate than they'' and to ''nudge the world a little closer to peace.''    The former Vice President's address was his strongest and most emotional effort in the race for the Democratic Presidential nomination to stem the reported flow of young support to the Senator from Colorado.",https://www.nytimes.com/1984/03/10/us/hart-s-appeal-is-to-cynics-mondale-tells-400-students.html,,"Walter F. Mondale, concerned about a rush of young voters to Senator Gary Hart, asserted today that his opponent had ''marketed himself'' to appeal to a cynical generation that grew up in ''an earthquake zone'' of war, economic uncertainty and political corruption.",1,8,The New York Times,1984-03-10T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/6896f448-3cb5-5ecc-a8c6-37535e87b01e,928,nyt://article/6896f448-3cb5-5ecc-a8c6-37535e87b01e,"HART'S APPEAL IS TO CYNICS, MONDALE TELLS 400 STUDENTS",NA,NA,"HART'S APPEAL IS TO CYNICS, MONDALE TELLS 400 STUDENTS",NA,NA,NA,By John Herbers,
Among the names that are emerging as possible replacements for Senator Paul Wellstone on the Nov. 5 ballot are one that is obvious and one that is especially intriguing.,https://www.nytimes.com/2002/10/25/politics/campaigns/speculation-swirls-about-possible-successors-to-wellstone.html,Among the names that are emerging as possible replacements for Senator Paul Wellstone on the Nov. 5 ballot are one that is obvious and one that is especially intriguing., Among the names that are emerging as possible replacements for Senator Paul Wellstone on the Nov. 5 ballot are one that is obvious and one that is especially intriguing. ,NA,NA,The New York Times,2002-10-25T05:00:00+0000,article,Politics / Campaigns,U.S.,Politics,News,nyt://article/75b356bf-d7ba-5380-9651-805006c282e4,994,nyt://article/75b356bf-d7ba-5380-9651-805006c282e4,Speculation Swirls About Possible Successors to Wellstone,NA,NA,Speculation Swirls About Possible Successors to Wellstone,NA,NA,NA,By Kenneth N. Gilpin,
The killing of an Iowa college student by a man identified as an undocumented Mexican immigrant has added new fuel to the debate over illegal immigration.,https://www.nytimes.com/2018/08/22/us/mollie-tibbetts-cristhian-rivera.html,The killing of an Iowa college student by a man identified as an undocumented Mexican immigrant has added new fuel to the debate over illegal immigration.,"BROOKLYN, Iowa — Television cameras had for weeks swarmed this small town in Iowa farm country as the police looked for Mollie Tibbetts, the college student who went for a jog last month and never returned home.",A,17,The New York Times,2018-08-22T19:58:07+0000,article,National,U.S.,NA,News,nyt://article/f619885b-605c-56af-a6f6-7e37176a1873,1378,nyt://article/f619885b-605c-56af-a6f6-7e37176a1873,Killing of Mollie Tibbetts in Iowa Inflames Immigration Debate,NA,NA,Killing of Student in Iowa Inflames Immigration Debate,NA,NA,NA,By Ann Klein and Mitch Smith,
Xiyue Wang was a graduate student at Princeton who had been sentenced to 10 years in prison on two charges of espionage that U.S. officials have called groundless.,https://www.nytimes.com/2019/12/07/us/politics/iran-prisoner-swap-xiyue-wang.html,Xiyue Wang was a graduate student at Princeton who had been sentenced to 10 years in prison on two charges of espionage that U.S. officials have called groundless.,"WASHINGTON — Iran on Saturday freed an American graduate student who had been imprisoned in Tehran for more than three years on suspicion of being a spy, in an exchange of prisoners at a moment of high tensions with Washington.",A,4,The New York Times,2019-12-07T11:03:18+0000,article,Washington,U.S.,Politics,News,nyt://article/e583e661-f9d2-5553-bc00-7dfc0dd218a5,1556,nyt://article/e583e661-f9d2-5553-bc00-7dfc0dd218a5,"In Prisoner Swap, Iran Frees American Held Since 2016",NA,NA,U.S. Student Is Released by Iran in Prisoner Swap,NA,NA,NA,By Michael Crowley,
"LEAD: Political leaders, including President Bush and education officials in at least 19 states, are promoting ''school choice'' as a cure for what ails public education. Give people the freedom to choose among schools, the argument goes, and the resulting competition for students will force schools to shape up or shut down.",https://www.nytimes.com/1990/03/14/us/consumers-choice-in-public-education-a-special-report-quest-for-improving.html,"LEAD: Political leaders, including President Bush and education officials in at least 19 states, are promoting ''school choice'' as a cure for what ails public education. Give people the freedom to choose among schools, the argument goes, and the ...","LEAD: Political leaders, including President Bush and education officials in at least 19 states, are promoting ''school choice'' as a cure for what ails public education. Give people the freedom to choose among schools, the argument goes, and the resulting competition for students will force schools to shape up or shut down.",A,1,The New York Times,1990-03-14T05:00:00+0000,article,National Desk,U.S.,NA,Special Report,nyt://article/136d79d7-96d0-5112-b9f5-c254d1bd9a74,1972,nyt://article/136d79d7-96d0-5112-b9f5-c254d1bd9a74,"Consumer's Choice In Public Education; A special report.;

Quest for Improving Schools Finds Role for Free Market",NA,NA,"Consumer's Choice In Public Education; A special report.;

Quest for Improving Schools Finds Role for Free Market",NA,NA,NA,By Amy Stuart Wells,
"University of Minnesota's simplified computer registration and payment procedures described (special section, Education Life) (S)",https://www.nytimes.com/1998/01/04/education/blackboard-registration-who-wants-to-visit-the-bursar-anyway.html,"University of Minnesota's simplified computer registration and payment procedures described (special section, Education Life) (S)","Typical scenario for registration at a typical college: stand in line to pick courses and hope they are still available when your turn comes; stand in another line to get the tuition bill, and another to pay it. Financial aid? Another line.",A,4,The New York Times,1998-01-04T05:00:00+0000,article,Education Life Supplement,Education,NA,News,nyt://article/146011ff-8f73-5cdc-9ff7-ffa9b4c3436e,170,nyt://article/146011ff-8f73-5cdc-9ff7-ffa9b4c3436e,"Blackboard: Registration; Who Wants to Visit The Bursar, Anyway?",NA,NA,"Blackboard: Registration; Who Wants to Visit The Bursar, Anyway?",NA,NA,NA,By Tony Marcano,
"  A high school in northern Minnesota has canceled plans to require students attending its prom on April 20 to take breath tests for alcohol. Don Coburn, principal of Pine River-Backus High School, said Thursday he had decided to scrap the plan, in part because of the attention it received. He also said a lawyer for the Minnesota Association for Secondary School Principals had told him that mandatory alcohol testing would infringe on students' constitutional rights.",https://www.nytimes.com/1991/04/13/us/prom-s-alcohol-test-canceled.html,,"A high school in northern Minnesota has canceled plans to require students attending its prom on April 20 to take breath tests for alcohol. Don Coburn, principal of Pine River-Backus High School, said Thursday he had decided to scrap the plan, in part because of the attention it received. He also said a lawyer for the Minnesota Association for Secondary School Principals had told him that mandatory alcohol testing would infringe on students' constitutional rights.",1,8,The New York Times,1991-04-13T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/eb632a8a-b496-5760-90bc-427be92c6145,81,nyt://article/eb632a8a-b496-5760-90bc-427be92c6145,Prom's Alcohol Test Canceled,NA,NA,Prom's Alcohol Test Canceled,NA,NA,NA,AP,
MINNESOTA: Pushing for Capital Punishment; NEW ARCHBISHOP FOR ST. LOUIS.,https://www.nytimes.com/2003/12/04/national/national-briefing-midwest.html,MINNESOTA: Pushing for Capital Punishment; NEW ARCHBISHOP FOR ST. LOUIS.," MINNESOTA: PUSHING FOR CAPITAL PUNISHMENT Gov. Tim Pawlenty, citing the arrest of a sex offender in the disappearance of a college student in North Dakota, said he would call for the return of the death penalty. Minnesota abolished capital punishment more than 90 years ago. Alfonso Rodriguez Jr., 50, of Pequot Lakes, was charged on Monday with kidnapping Dru Sjodin, a student at the University of North Dakota. She has not been found. Jo Napolitano (NYT) ",NA,NA,The New York Times,2003-12-04T05:00:00+0000,article,National,U.S.,NA,News,nyt://article/be6e0eca-3608-5be6-9d35-b6f11fc251c0,141,nyt://article/be6e0eca-3608-5be6-9d35-b6f11fc251c0,National Briefing: Midwest,NA,NA,National Briefing: Midwest,NA,NA,NA,NA,
"  Students in this northern Minnesota town will be tested for alcohol before being admitted to the high school prom on April 20. Those who fail a breath test must wait while their parents are called to come to take them home. No one on the prom planning committee at Pine River-Backus High School opposed the action. Most students support the tests, but Mark Johnson, president of the Student Council, said: ""I know it's for a good cause, but I don't like it. It's almost like people don't trust you.""",https://www.nytimes.com/1991/04/09/us/alcohol-screening-for-prom.html,,"Students in this northern Minnesota town will be tested for alcohol before being admitted to the high school prom on April 20. Those who fail a breath test must wait while their parents are called to come to take them home. No one on the prom planning committee at Pine River-Backus High School opposed the action. Most students support the tests, but Mark Johnson, president of the Student Council, said: ""I know it's for a good cause, but I don't like it. It's almost like people don't trust you.""",A,21,The New York Times,1991-04-09T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/7b86d7c0-e346-5cca-a6bf-d0a0b85c16b2,95,nyt://article/7b86d7c0-e346-5cca-a6bf-d0a0b85c16b2,Alcohol Screening for Prom,NA,NA,Alcohol Screening for Prom,NA,NA,NA,AP,
"Instead of defining degrees by the courses taken or the credits earned, universities and colleges in Indiana, Minnesota and Utah will establish what students must learn.",https://www.nytimes.com/2009/04/09/education/09educ.html,"Instead of defining degrees by the courses taken or the credits earned, universities and colleges in Indiana, Minnesota and Utah will establish what students must learn.","In the first American effort of its kind, universities and colleges in Indiana, Minnesota and Utah are starting pilot projects to make sure that degree programs in their states reflect a consensus about what specific knowledge and skills should be taught. ",A,21,The New York Times,2009-04-09T03:10:25+0000,article,National,Education,NA,News,nyt://article/b0df0c67-40ad-5eb4-81fb-0def19f81bea,632,nyt://article/b0df0c67-40ad-5eb4-81fb-0def19f81bea,Colleges in 3 States to Set Basics for Degrees,NA,NA,Colleges In 3 States To Set Basics For Degrees,NA,NA,NA,By Tamar Lewin,
"At Yinghua Academy in Minneapolis, most classes are taught in Mandarin, and students are near fluency by eighth grade.",https://www.nytimes.com/2014/10/27/education/an-american-school-immerses-itself-in-all-things-chinese.html,"At Yinghua Academy in Minneapolis, most classes are taught in Mandarin, and students are near fluency by eighth grade.","MINNEAPOLIS — On weekday mornings, a stream of orange buses and private cars from 75 Minnesota postal codes wrap around Yinghua Academy, the first publicly funded Chinese-immersion charter school in the United States, in the middle-class neighborhood of Northeast Minneapolis. Most pupils, from kindergarten to eighth grade, dash to bright-colored classrooms for the 8:45 a.m. bell, eager to begin “morning meeting,” a freewheeling conversation in colloquial Mandarin. ",NA,NA,International New York Times,2014-10-26T16:08:45+0000,article,Foreign,Education,NA,News,nyt://article/431698f2-c13a-5f9e-8184-e81b89d47bbf,1324,nyt://article/431698f2-c13a-5f9e-8184-e81b89d47bbf,An American School Immerses Itself in All Things Chinese,NA,NA,An American School Immerses Itself in All Things Chinese,NA,NA,NA,By Jane A. Peterson,
